_id,글램핑 내부시설,기타 부대시설,기타 정보,기타 주변이용가능시설,문의처,바닥형태 (단위:면),사이트 간격,사이트 크기,안전시설현황,예약방법,운영기간,운영일,주변이용가능시설,주소,주요시설,카라반 내부시설,캠프 이름,캠핑장 유형,캠핑장 환경,캠핑장비대여,홈페이지,화로대
3110,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-2918-5889,파쇄석 (15),,6 X 8 : 15개,소화기 (15),,"봄,여름,가을",평일+주말,계곡물놀이,경기도포천시이동면도평리471외2필지,자동차야영장사이트(15면),,큰마당캠핑장,일반야영장,"산,숲,계곡,강/민간","텐트
릴선
화로대
난방기구
식기
침낭",,개별
3111,"침대
TV
에어컨
냉장고
유무선인터넷
난방기구",,반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"043-853-0361,010-4393-0313",,3M,,"소화기 (3)
화재감지기 (3)",전화,"봄,여름,가을",평일+주말,"계곡물놀이,산책로,수상레저,낚시,어린이놀이시설",충북충주시노은면대덕리367번지,글램핑시설(3면),,큰집글램핑,자동차야영장,숲/민간,,홈페이지바로가기새창으로,개별
3112,"침대
TV
에어컨
냉장고
유무선인터넷
난방기구
취사도구
내부화장실","카페, 노래방",반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"031-584-5588,010-9758-5884","잔디 (14)
테크 (9)",2M,"5 X 6 : 14개
4 X 6 : 10개","소화기 (45)
방화사 (1)
화재감지기 (24)",전화,"봄,여름,가을",평일+주말,"계곡물놀이,농어촌체험시설,어린이놀이시설",경기가평군청평면모꼬지로154클럽노블픽,글램핑시설(24면),,클럽노블픽,글램핑,"산,숲/민간",,홈페이지바로가기새창으로,개별
3113,,클럽레즈존 리조트내 시설이용,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (16),,4 X 6 : 16개,,전화,"봄,여름,가을",평일+주말,"수상레저,낚시,강/물놀이",경기가평군가평읍북한강변로360-69클럽레드존캠핑장,자동차야영장사이트(16면),,클럽레드존캠핑장,"일반야영장,자동차야영장",호수/국민여가,,,개별
3114,침대 에어컨 냉장고 난방기구 취사도구 내부화장실,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-7709-0114,,,,"소화기 (15)
화재감지기 (15)",전화,"봄,여름,가을,겨울",평일+주말,,강원도홍천군구룡밭길24-30클럽레스피아,글램핑시설(9면) 카라반(5면),"침대
TV
에어컨
냉장고
난방기구
내부화장실",클럽레스피아,자동차야영장,/지자체,,,
3115,"침대
TV
에어컨
냉장고
난방기구
취사도구
내부화장실",,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),"수영장, 계곡, 카페",033-344-6701,,,,,온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,강/물놀이",강원도횡성군서원면석화리851,글램핑시설(11면),,클럽프리모,글램핑,"숲,계곡/지자체",,홈페이지바로가기새창으로,개별
3116,"침대
TV
에어컨
냉장고
유무선인터넷
난방기구
취사도구
내부화장실",노래방 및 오락기기,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9921-1156,,,,"소화기 (30)
화재감지기 (30)","전화,온라인예약대기,온라인실시간예약,현장","봄,여름,가을,겨울",평일+주말,,경기포천시이동면금강로6561,글램핑시설(25면) 카라반(2면),"침대
TV
냉장고
유무선인터넷
난방기구
취사도구
내부화장실",키즈글램핑GEO,"일반야영장,카라반,글램핑","산,숲/민간",,홈페이지바로가기새창으로,개별
3117,,,개인 트레일러 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"043-544-0007,010-6431-3367",파쇄석 (40),3M,6 X 7 : 40개,소화기 (20),온라인예약대기,"봄,여름,가을,겨울",평일+주말,산책로,충북보은군내북면남부로5825-6,자동차야영장사이트(40면),,키즈드림캠핑장,일반야영장,숲/민간,"텐트
릴선
화로대",홈페이지바로가기새창으로,개별
3120,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-913-1700,잔디 (45) 파쇄석 (31),,"6 X 8 : 45개
10 X 10 : 31개",소화기 (50),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,,경기고양시일산서구킨텍스로217-25(대화동),일반야영장(45면) 자동차야영장사이트(31면) 카라반(10면),"침대
TV
에어컨
냉장고
유무선인터넷
난방기구
취사도구
내부화장실",킨텍스캠핑장,"일반야영장,자동차야영장",도심/지자체,,홈페이지바로가기새창으로,개별
3126,,모래놀이터,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (25),,7 X 8 : 25개,소화기 (15),,"봄,여름,가을,겨울",평일+주말,계곡물놀이,강원횡성군청일면청일로1030,일반야영장(25면),,태기산아름채관광공원,자동차야영장,"산,숲/민간",,홈페이지바로가기새창으로,개별
3127,침대 TV 에어컨 냉장고 난방기구 취사도구 내부화장실,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,043-645-7688,,,,"소화기 (5)
화재감지기 (5)",,"봄,여름,가을",평일+주말,산책로,제천시봉양읍옥전리117-1,글램핑시설(5면),,태라글램핑,글램핑,산/민간,,홈페이지바로가기새창으로,개별
3139,,,개인 트레일러 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9703-1711,"테크 (30)
자갈 (51)",7M,,"소화기 (32)
방화수 (3)
방화사 (3)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,해수욕,충청남도태안군이원면내리503,일반야영장(81면),,태안둘레길캠핑장,일반야영장,/민간,,홈페이지바로가기새창으로,개별
3140,,,개인 트레일러 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (32),,"6 X 12 : 23개
7 X 10 : 9개","소화기 (20)
방화수 (1)
화재감지기 (5)",온라인실시간예약,"봄,여름,가을",평일+주말,"산책로,수상레저,낚시,해수욕",충청남도태안군원북면황촌리800-95,자동차야영장사이트(32면) 카라반(3면),"침대
에어컨
냉장고
유무선인터넷
난방기구",태안라온캠핑장,"일반야영장,카라반",해변/민간,,홈페이지바로가기새창으로,개별
3141,"침대
냉장고
유무선인터넷",,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,041-674-9255,"파쇄석 (52)
테크 (9)",3M,"10 X 8 : 52개
6 X 4 : 9개","소화기 (49)
방화사 (2)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"산책로,수상레저,낚시,해수욕",충청남도태안군소원면법산리897,일반야영장(61면) 글램핑시설(17면),,태안별빛오토캠핑장,일반야영장,해변/민간,릴선,홈페이지바로가기새창으로,개별
3144,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,041-529-5108,테크 (21) 맨흙 (12),,"5 X 4 : 12개
5 X 9 : 21개","소화기 (33)
방화수 (2)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,산책로,충남천안시동남구풍세면돈마루1길188,일반야영장(21면) 자동차야영장사이트(12면),,태학산자연휴양림오토캠핑장,자동차야영장,"산,숲,계곡/자연휴양림",,홈페이지바로가기새창으로,개별
3145,,잔디운동장이 있슴,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,052-298-4412,파쇄석 (45),3M,"8 X 9 : 32개
11 X 8 : 5개
5 X 5 : 8개",소화기 (45) 방화수 (2),,"봄,여름,가을,겨울",평일+주말,산책로,울산광역시중구태화동281번지일원,자동차야영장사이트(45면),,태화연캠핑장,일반야영장,"산,숲/지자체",,홈페이지바로가기새창으로,개별
3147,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-458-,,,,,전화,"봄,여름,가을,겨울",평일+주말,,강원도철원군서면자등리316-6,카라반(9면),침대 TV 에어컨 냉장고 난방기구 취사도구 내부화장실,터닝포인트카라반&캠핑,카라반,산/지자체,,홈페이지바로가기새창으로,개별
3148,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"031-645-2001,010-2754-2080",,,,,"전화,온라인실시간예약,현장",,,,경기이천시모가면사실로984테르메덴카라반,,,테르메덴카라반,자동차야영장,"산,숲/민간",,홈페이지바로가기새창으로,
3149,,카페,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"070-8152-6823,010-3018-8391","파쇄석 (5)
테크 (5)",,,"소화기 (15)
화재감지기 (5)",,"봄,여름,가을,겨울",평일+주말,계곡물놀이,경기도포천시이동면화동로2498-1,자동차야영장사이트(10면),,엉클캠핑장,일반야영장,계곡/민간,"텐트
릴선
화로대
난방기구
식기",홈페이지바로가기새창으로,개별
3150,"침대
에어컨
냉장고
유무선인터넷
난방기구",,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,054-761-6080,파쇄석 (45),3M,8 X 10 : 45개,"소화기 (20)
방화수 (2)
방화사 (2)
화재감지기 (15)",,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,낚시,어린이놀이시설",경상북도경주시강동면왕신숲골안길5텐타우스,일반야영장(45면),,텐타우스,"자동차야영장,글램핑",숲/민간,"텐트
릴선
화로대
난방기구
침낭",홈페이지바로가기새창으로,개별
3157,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,054-750-8700,테크 (40),3M,,"소화기 (23)
방화수 (1)
방화사 (1)",온라인실시간예약,"봄,여름,가을",평일+주말,"산책로,수상레저,낚시,해수욕",경상북도경주시양북면불국로1208-45토함산자연휴양림,일반야영장(40면),,토함산자연휴양림,일반야영장,산/자연휴양림,,홈페이지바로가기새창으로,불가
3160,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,054-783-3167,맨흙 (30),3M,"3 X 3 : 12개
3 X 3 : 10개
2 X 2 : 8개",소화기 (18),,"봄,여름,가을",평일+주말,"계곡물놀이,산책로,어린이놀이시설",경상북도울진군서면불영계곡로880통고산자연휴양림,일반야영장(30면),,통고산자연휴양림야영장,일반야영장,"산,숲/자연휴양림",,홈페이지바로가기새창으로,불가
3162,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,055-640-5000,,,,"소화기 (10)
화재감지기 (10)",,"봄,여름,가을,겨울",평일+주말,"산책로,운동장,수상레저,낚시,해수욕,강/물놀이,농어촌체험시설",경상남도통영시산양읍영운리산184-1통영동원리조트카라반,카라반(10면),침대 TV 에어컨 냉장고 유무선인터넷 난방기구 취사도구 내부화장실,통영동원리조트글램핑,"일반야영장,카라반","해변,산,숲/민간",,홈페이지바로가기새창으로,개별
3163,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-4945-7192,,,,,온라인실시간예약,"봄,여름,가을,겨울",평일+주말,산책로,경상남도통영시용남면장평리587,,,통영오토캠핑장,일반야영장,/민간,,홈페이지바로가기새창으로,개별
